# Data from Clarivate Analytics' Web of Science, retrieved 23 November 2018
# This file generated on 2018-11-23 15:30:02
item,AU,DE,SO,id,title,year
223,"Delogu, Massimo|Del Pero, Francesco|Pierini, Marco",automotive|fuel consumption|fuel reduction value (frv)|life cycle assessment (lca)|light-weighting|vehicle system dynamics,SUSTAINABILITY,WOS:000389316200087,Lightweight Design Solutions in the Automotive Field: Environmental Modelling Based on Fuel Reduction Value Applied to Diesel Turbocharged Vehicles,2016
224,"Garg, Amit|Shukla, P. R.|Parihar, Shrutika|Singh, Udayan|Kankal, Bhushan",carbon capture|storage ccs|2 degrees c target|renewable technologies|euclidean distance|integrated environmental control model,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,WOS:000414258300012,Cost-effective architecture of carbon capture and storage (CCS) grid in India,2017
225,"Herron, N|Davis, R|Jones, R",salinity management|water availability|afforestation|integrated assessment,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000177849700004,"The effects of large-scale afforestation and climate change on water allocation in the Macquarie River catchment, NSW, Australia",2002
226,"Roldin, Maria|Mark, Ole|Kuczera, George|Mikkelsen, Peter S.|Binning, Philip J.",integrated modeling|soakaway|wsud|upscaling,JOURNAL OF HYDROLOGY,WOS:000301081900048,Representing soakaways in a physically distributed urban drainage model - Upscaling individual allotments to an aggregated scale,2012
227,"Ponce, Roberto|Blanco, Maria|Giupponi, Carlo",,WATER,WOS:000361034400008,Welfare Effects of Water Variability in Agriculture. Insights from a Multimarket Model,2015
228,"ANKLEY, GT|LODGE, K|CALL, DJ|BALCER, MD|BROOKE, LT|COOK, PM|KREIS, RG|CARLSON, AR|JOHNSON, RD|NIEMI, GJ|HOKE, RA|WEST, CW|GIESY, JP|JONES, PD|FUYING, ZC",,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,WOS:A1992HC53000006,"INTEGRATED ASSESSMENT OF CONTAMINATED SEDIMENTS IN THE LOWER FOX RIVER AND GREEN BAY, WISCONSIN",1992
229,"Varigonda, Subbarao|Kamat, Mithun",fuel cell|control|stationary power generation|transportation power|estimation|diagnostics,COMPUTERS & CHEMICAL ENGINEERING,WOS:000240794000027,Control of stationary and transportation fuel cell systems: Progress and opportunities,2006
230,"Madlener, R|Stagl, S",renewable energy|guaranteed feed-in tariffs|tradable green certificates|rps|integrated assessment|multicriteria evaluation|promethee|gemis,ECOLOGICAL ECONOMICS,WOS:000229274400001,Sustainability-guided promotion of renewable electricity generation,2005
231,"Degre, Aurore|Sohier, Catherine|Colard, Francois|Kummert, Nora|Bauwens, Alexandra|Rauw, Julie|Beckers, Eleonore",hydrology|geomorphology|soil sciences|water-soil-plant relationships|erosion|nitrate|simulation models|belgium,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,WOS:000299273100006,Hydrology: a partner of geomorphopedology in the scope of a scale-through environmental management,2011
232,"Runyan, Christiane W.|D'Odorico, Paolo",bistability|permafrost|deforestation|stochastic processes,ADVANCES IN WATER RESOURCES,WOS:000311023300001,Ecohydrological feedbacks between permafrost and vegetation dynamics,2012
233,"Du, Fei|Zhu, A-Xing|Band, Lawrence|Liu, Jing",soil property|continuous variation|hydrological modelling|data mining|solim|soil similarity model,HYDROLOGICAL PROCESSES,WOS:000354806200003,Soil property variation mapping through data mining of soil category maps,2015
234,"Keppo, Ilkka|van der Zwaan, Bob",climate change|energy system modeling|carbon dioxide capture and storage (ccs)|mitigation target|storage potential|uncertainty,ENVIRONMENTAL MODELING & ASSESSMENT,WOS:000298855500013,The Impact of Uncertainty in Climate Targets and CO2 Storage Availability on Long-Term Emissions Abatement,2012
235,"BARBER, MC|Kendall, RJ|Lacher, TE",ecological modeling|risk assessment|population biology|population dynamics|pesticides|physiology|toxicology,WILDLIFE TOXICOLOGY AND POPULATION MODELING,WOS:A1994BZ61G00020,MODELING ECOLOGICAL IMPACTS OF PESTICIDES ON AVIAN POPULATIONS - SYNTHESIS,1994
236,"Di Luzio, M|Arnold, JG",simulation|pollution|gis|non-point source,JOURNAL OF HYDROLOGY,WOS:000223672900007,Formulation of a hybrid calibration approach for a physically based distributed model with NEXRAD data input,2004
237,"Bergez, J. -E.|Chabrier, P.|Gary, C.|Jeuffroy, M. N.|Makowski, D.|Quesnel, G.|Ramat, E.|Raynal, H.|Rousse, N.|Wallach, D.|Debaeke, P.|Durand, P.|Duru, M.|Dury, J.|Faverdin, P.|Gascuel-Odoux, C.|Garcia, F.",agro-ecological systems|simulation|integrated modelling platform|cropping system design|vle|simulation-based design,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000312517200004,"An open platform to build, evaluate and simulate integrated models of farming and agro-ecosystems",2013
238,"Ozbayrak, Mustafa|Papadopoulou, Theopisti C.|Akgun, Melek",manufacturing supply chain|systems dynamics|simulation modelling|make-to-order systems,SIMULATION MODELLING PRACTICE AND THEORY,WOS:000251721900009,Systems dynamics modelling of a manufacturing supply chain system,2007
239,"Kassem, A.|Pietroniro, A.|Brebbia, CA|Katsifarakis, KL",irrigation water demand|water availability|iwrm|climate variability|climate change|p|etp|risk|gcm|watflood,RIVER BASIN MANAGEMENT IV,WOS:000248200500007,An integrated approach for the assessment of water availability for irrigation in semi-arid regions,2007
240,"Van de Griend, Adriaan A.|Wigneron, Jean-Pierre|Waldteufel, Philippe|Krecek, Josef|Taniguchi, M|Burnett, WC|Fukushima, Y|Haigh, M|Umezawa, Y",smos|soil moisture|hydrological changed|heterogeneity|microwaves|passive,FROM HEADWATERS TO THE OCEAN: HYDROLOGICAL CHANGES AND WATERSHED MANAGEMENT,WOS:000268672300056,The European SMOS for large-scale water balance and climate modelling studies,2009
241,"Ooperi, S.|Jolma, A.|Anderssen, RS|Braddock, RD|Newham, LTH",invasions|predictive modeling|management strategies|decision support tool,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,WOS:000290045002001,Modeling invasion dynamics of Colorado potato beetle to test spatially targeted management strategy,2009
242,"Jensen, ME|Redmond, RL|Dibenedetto, JP|Bourgeron, PS|Goodman, IA",rangeland health|ecosystem health|ecological classification|rangeland ecology|ecological modeling,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000089244600018,Application of ecological classification and predictive vegetation modeling to broad-level assessments of ecosystem health,2000
243,"Grouillet, B.|Fabre, J.|Ruelland, D.|Dezetter, A.",water demand|anthropogenic changes|climate change impacts|river ebro|river herault,JOURNAL OF HYDROLOGY,WOS:000350920200056,Historical reconstruction and 2050 projections of water demand under anthropogenic and climate changes in two contrasted Mediterranean catchments,2015
244,"Lanini, S|Courtois, N|Giraud, F|Petit, |Rinaudo, JD",watershed|conceptual model|hydrology|groundwater|behaviour patterns|stakeholders|integrated assessment|matlab/simulink,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000223810100004,"Socio-hydro system modelling for integrated water-resources management-the Herault catchment case study, southern France",2004
245,"Hoffmann, Sandra",economics|integrated assessment|interdisciplinary research|risk analysis|risk assessment|risk management,RISK ANALYSIS,WOS:000295384900003,Overcoming Barriers to Integrating Economic Analysis into Risk Assessment,2011
246,"Xia, J|Chen, Z|Huang, GH|Rong, ",ecological modeling|water balance|neural networks|salt cycle|sustainable|lake bositeng,WATER INTERNATIONAL,WOS:000168453000011,An integrated hydro-ecological modeling approach applied to the Lake Bositeng Basin in China,2001
247,"Oxley, T|McIntosh, BS|Winder, N|Mulligan, M|Engelen, G",,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000223810100003,Integrated modelling and decision-support tools: a Mediterranean example,2004
248,"Roberts, Jason J.|Best, Benjamin D.|Dunn, Daniel C.|Treml, Eric A.|Halpin, Patrick N.",marine ecology|spatial ecology|software integration|interoperability|informatics|habitat modeling|oceanography|gis,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000279410600011,"Marine Geospatial Ecology Tools: An integrated framework for ecological geoprocessing with ArcGIS, Python, R, MATLAB, and C plus",2010
249,"Geels, Camilla|Andersson, Camilla|Hanninen, Otto|Lanso, Anne Sofie|Schwarze, Per E.|Skjoth, Carsten Ambelas|Brandt, Jorgen",,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,WOS:000351929700033,"Future Premature Mortality Due to O-3, Secondary Inorganic Aerosols and Primary PM in Europe - Sensitivity to Changes in Climate, Anthropogenic Emissions, Population and Building Stock",2015
250,"Overeem, Irina|Berlin, Maureen M.|Syvitski, James P. M.",community modeling|model integration|governance|earth surface dynamics,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000312517200024,Strategies for integrated modeling: The community surface dynamics modeling system example,2013
251,"van Hee, K|Sidorova, N|Somers, L|Voorhoeve, M|Desel, J|Pernici, B|Weske, M",,BUSINESS PROCESS MANAGEMENT,WOS:000222566300001,Consistency in model integration,2004
252,"Cai, Ximing",water resources|economics|river basin management|optimization,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000250078000002,Implementation of holistic water resources-economic optimization models for river basin management - Reflective experiences,2008
253,"Zhang, Desheng|Zhao, Juanjuan|Zhang, Fan|He, Tian|Lee, Haengju|Son, Sang H.",cyber-physical system|model integration,ACM TRANSACTIONS ON CYBER-PHYSICAL SYSTEMS,WOS:000414327300005,Heterogeneous Model Integration for Multi-Source Urban Infrastructure Data,2017
254,"Landuyt, Dries|Broekx, Steven|D'hondt, Rob|Engelen, Guy|Aertsens, Joris|Goethals, Peter L. M.",bayesian belief networks|ecosystem services|expert based systems|graphical models,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000321088500001,A review of Bayesian belief networks in ecosystem service modelling,2013
255,"Patil, Sopan|Stieglitz, Marc",rainfall-runoff modelling|ungauged basins|hydrologic similarity,HYDROLOGICAL PROCESSES,WOS:000329352400062,Modelling daily streamflow at ungauged catchments: what information is necessary?,2014
256,"Jakeman, Anthony J.|Rizzoli, Andrea E.|Voinov, Alexey A.",,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000259058400001,Outstanding reviewers for environmental modelling and software in 2007,2008
257,"Lee, RY|Debnath, NC|Debnath, NC",rapid prototyping|visual model|visual programming|object-oriented programming|graphical user interface,INTERNATIONAL SOCIETY FOR COMPUTERS AND THEIR APPLICATIONS 13TH INTERNATIONAL CONFERENCE ON COMPUTERS AND THEIR APPLICATIONS,WOS:000073733700004,Rapid prototyping and GUI building with VisualAge,1998
258,"Stadnyk, T|St Amour, N|Kouwen, N|Edwards, TWD|Pietroniro, A|Gibson, JJ",hydrograph separation|hydrological modeling|isotopes|oxygen-18|deuterium|model evaluation|natural abundances,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,WOS:000229621000006,A groundwater separation study in boreal wetland terrain: The WATFLOOD hydrological model compared with stable isotope tracers,2005
259,"Andersson, Mikael|Kellomaki, Seppo|Gardiner, Barry|Blennow, Kristina",ecosystem service|cultural service|wind damage|life-style|climate change|forest,REGIONAL ENVIRONMENTAL CHANGE,WOS:000365082400002,Life-style services and yield from south-Swedish forests adaptively managed against the risk of wind damage: a simulation study,2015
260,"Bronstert, A|Glusing, B|Plate, E|Kovar, K|Tappeiner, U|Peters, NE|Craig, RG",,"HYDROLOGY, WATER RESOURCES AND ECOLOGY IN HEADWATERS",WOS:000079717200026,Physically-based hydrological modelling on the hillslope and micro-catchment scale: examples of capabilities and limitations,1998
261,"Doglioni, Angelo|Primativo, Francesca|Laucelli, Daniele|Monno, Valeria|Khu, Soon-Thiam|Giustolisi, Orazio",land use change|urban drainage simulator|wastewater treatment plant simulator|integrated framework|urban expansion,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000270611200018,An integrated modelling approach for the assessment of land use change effects on wastewater infrastructures,2009
262,"Krol, Maarten S.|Bronstert, Axel",integrated modelling|climate change|regional modelling|drought|policy support,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000242552300014,Regional integrated modelling of climate change impacts on natural resources and resource usage in semi-arid Northeast Brazil,2007
263,"Long, Di|Gao, Yanchun|Singh, Vijay P.",daily average net radiation (danr)|daily average net shortwave radiation (dansr)|daily average net longwave radiation (danlr)|modis|sloping land surfaces,JOURNAL OF HYDROLOGY,WOS:000280024700004,Estimation of daily average net radiation from MODIS data and DEM over the Baiyangdian watershed in North China for clear sky days,2010
264,"Polesel, Fabio|Andersen, Henrik R.|Trapp, Stefan|Plosz, Benedek Gy.",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000384841900004,Removal of Antibiotics in Biological Wastewater Treatment Systems-A Critical Assessment Using the Activated Sludge Modeling Framework for Xenobiotics (ASM-X),2016
265,"Donatelli, Marcello|Srivastava, Amit Kumar|Duveiller, Gregory|Niemeyer, Stefan|Fumagalli, Davide",climate change|adaptation|agriculture|europe|bioma,ENVIRONMENTAL RESEARCH LETTERS,WOS:000366759200022,Climate change impact and potential adaptation strategies under alternate realizations of climate scenarios for three major crops in Europe,2015
266,"Holt, J|Proctor, R|Ashworth, M|Allen, |Blackford, J|Zwieflhofer, W|Kreitz, N",,REALIZING TERACOMPUTING,WOS:000230326500020,Eddy resolved ecosystem modelling in the Irish Sea,2003
267,"Rumchev, Ventsi|Rumchev, Krassi|Higashiyama, Yoichi",environmental modelling|dynamic models|mobile source air pollution|positive linear systems|maintainability,GEOCONFERENCE ON ENERGY AND CLEAN TECHNOLOGIES,WOS:000365992100067,A CONTINUOUS-TIME DYNAMIC MOBILE SOURCE AIR POLLUTION MODEL AND ITS MAINAINABILITY PROPERTY,2013
268,"Bunch, PR|Rowe, RL|Zentner, MG|Pekny, JF|Blau, GE",planning|scheduling|modeling|mathematical programming|optimization|supply chain management,THIRD INTERNATIONAL CONFERENCE ON FOUNDATIONS OF COMPUTER-AIDED PROCESS OPERATIONS,WOS:000166217800035,Large scale multi-facility planning using mathematical programming methods,1998
269,"Han, Jie|Belhi, Memdouh|Bisetti, Fabrizio|Sarathy, S. Mani",charged species|diffusivity|mobility|polarizability|combustion,COMBUSTION THEORY AND MODELLING,WOS:000366248600004,Numerical modelling of ion transport in flames,2015
270,"McInerney, David|Thyer, Mark|Kavetski, Dmitri|Lerat, Julien|Kuczera, George",probabilistic prediction|hydrological models|residual errors|heteroscedasticity|pareto optimality|box-cox transformation,WATER RESOURCES RESEARCH,WOS:000400160500027,Improving probabilistic prediction of daily streamflow by identifying Pareto optimal approaches for modeling heteroscedastic residual errors,2017
271,"Boucher, O.|Halloran, P. R.|Burke, E. J.|Doutriaux-Boucher, M.|Jones, C. D.|Lowe, J.|Ringer, M. A.|Robertson, E.|Wu, P.",reversibility|irreversibility|hysteresis|earth system|climate|carbon dioxide|geoengineering|climate feedbacks|modelling|sea ice|cloud|vegetation|carbon cycle|precipitation,ENVIRONMENTAL RESEARCH LETTERS,WOS:000307590300016,Reversibility in an Earth System model in response to CO2 concentration changes,2012
272,"Koh, Dong-Chan|Ha, Kyoochul|Lee, Kwang-Sik|Yoon, Yoon-Yeol|Ko, Kyung-Seok",spring|stable isotopes|age dating|recharge source|nitrate contamination,JOURNAL OF HYDROLOGY,WOS:000302893200006,Flow paths and mixing properties of groundwater using hydrogeochemistry and environmental tracers in the southwestern area of Jeju volcanic island,2012
273,"Herrero, Mario|Wirsenius, Stefan|Henderson, Benjamin|Rigolot, Cyrille|Thornton, Philip|Havlik, Petr|de Boer, Imke|Gerber, Pierre|Gadgil, A|Tomich, TP",livestock|nutritional security|environmental impacts|greenhouse gas emissions|environmental indicators|integrated assessment|scenarios|global change,"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 40",WOS:000364397100007,Livestock and the Environment: What Have We Learned in the Past Decade?,2015
274,"Watson, Carl|Richardson, Jennifer|Wood, Ben|Jackson, Christopher|Hughes, Andrew",geological knowledge transfer|grid conversion|integrated environmental modeling|3d geology,COMPUTERS & GEOSCIENCES,WOS:000358971500006,Improving geological and process model integration through TIN to 3D grid conversion,2015
275,"Kozhevnikova, I.|Shveikina, V.|Dominguez, E.",caspian sea|hydrological modelling|mixed probability distribution|stochastic processes,JOURNAL OF FLOOD RISK MANAGEMENT,WOS:000300046200003,Modelling fluctuations of Caspian Sea levels using a mixed probability distribution,2012
276,"Whittemore, RC|Beebe, J",watersheds|modeling|gis|tmdl|quality assurance,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000087844600003,EPA's basins model: Good science or serendipitous modeling?,2000
277,"Krause, Julia|Nicolai, Jana|Maerten, Horst|Drebenstedt, C|Paul, M",in-situ recovery (isr)|wellfield design|3d hydrological modeling|aquifer restoration,MINING MEETS WATER - CONFLICTS AND SOLUTIONS,WOS:000402663400216,Hydrological Characterization and Optimization of In-Situ Recovery,2016
278,"Cuartas, Luz Adriana|Tomasella, Javier|Nobre, Antonio Donato|Nobre, Carlos Afonso|Hodnett, Martin G.|Waterloo, Maarten J.|de Oliveira, Sylvia Mota|von Randow, Rita de Cassia|Trancoso, Ralph|Ferreira, Monica",rainforest hydrology|numerical modeling|amazon rainforest|water balance|terrain calibration|dhsvm,JOURNAL OF HYDROLOGY,WOS:000309015400003,Distributed hydrological modeling of a micro-scale rainforest watershed in Amazonia: Model evaluation and advances in calibration using the new HAND terrain model,2012
279,"Fu, BJ|Wang, J|Chen, LD|Qiu, Y",soil moisture variation|land use structure|runoff and erosion control|loess plateau of china,CATENA,WOS:000187743900014,"The effects of land use on soil moisture variation in the Danangou catchment of the Loess Plateau, China",2003
280,"denElzen, MGJ|Beusen, AHW|Rotmans, J",,GLOBAL BIOGEOCHEMICAL CYCLES,WOS:A1997XP16000005,An integrated modeling approach to global carbon and nitrogen cycles: Balancing their budgets,1997
281,"Audsley, E.|Pearn, K. R.|Harrison, P. A.|Berry, P. M.",,CLIMATIC CHANGE,WOS:000258528700004,The impact of future socio-economic and climate changes on agricultural land use and the wider environment in East Anglia and North West England using a metamodel system,2008
282,"Panagopoulos, Y.|Gassman, P. W.|Arritt, R. W.|Herzmann, D. E.|Campbell, T. D.|Jha, M. K.|Kling, C. L.|Srinivasan, R.|White, M.|Arnold, J. G.",agricultural management scenarios|climate change|corn based systems|nonpoint pollution|soil and water assessment tool|upper mississippi river basin,JOURNAL OF SOIL AND WATER CONSERVATION,WOS:000345025000012,Surface water quality and cropping systems sustainability under a changing climate in the Upper Mississippi River Basin,2014
283,"Dorow, KE|Gorton, |Thurman, DA|Whelan, G",,BROWNFIELDS: MULTIMEDIA MODELLING AND ASSESSMENT,WOS:000226303200002,A distributed multi-user role-based model integration framework,2004
284,"Loukili, Youssef|Woodbury, Allan D.|Snelgrove, Kenneth R.",,VADOSE ZONE JOURNAL,WOS:000257618000001,SABAE-HW: An enhanced water balance prediction in the Canadian land surface scheme compared with existing models,2008
285,"Janza, Mitja",karst aquifer|hydrological modeling|mike she|rizana spring|slovenia,ENVIRONMENTAL EARTH SCIENCES,WOS:000280843600003,"Hydrological modeling in the karst area, RiA3/4ana spring catchment, Slovenia",2010
286,"Liu, L.|Xu, Z. X.|Reynard, N. S.|Hu, C. W.|Jones, R. G.",anthropogenic activities|climate change|flood|hydrological simulation|scenario analysis|taihu lake,JOURNAL OF FLOOD RISK MANAGEMENT,WOS:000314984300004,"Hydrological analysis for water level projections in Taihu Lake, China",2013
287,"Casman, EA|Fischhoff, B|Palmgren, C|Small, MJ|Wu, F",cryptosporidium|cryptosporidiosis|risk model|drinking water|integrated assessment|risk communication,RISK ANALYSIS,WOS:000089744900008,An integrated risk model of a drinking-water-borne cryptosporidiosis outbreak,2000
288,"Boudri, JC|Hordijk, L|Kroeze, C|Amann, M|Cofala, J|Bertok, |Li, JF|Dai, L|Zhen, S|Hu, RQ|Panwar, TS|Gupta, S|Singh, D|Kumar, A|Vipradas, MC|Dadhich, P|Prasad, NS|Srivastava, L",renewable energy|air pollution|china|india,ENERGY POLICY,WOS:000174614800005,The potential contribution of renewable energy in air pollution abatement in China and India,2002
289,"Milando, Chad W.|Martenies, Sheena E.|Batterman, Stuart A.",air quality management|optimization|health impact assessment|fresh-est,ENVIRONMENT INTERNATIONAL,WOS:000382339000051,Assessing concentrations and health impacts of air quality management strategies: Framework for Rapid Emissions Scenario and Health impact ESTimation (FRESH-EST),2016
290,"Johnson, Penelope|Fulton, Elizabeth|Smith, David C.|Jenkins, Gregory P.|Barrett, Neville",ecosystem model|spatial structure|atlantis|model complexity|management strategy evaluation|ecosystem-based management,NATURAL RESOURCE MODELING,WOS:000293704400003,THE USE OF TELESCOPING SPATIAL SCALES TO CAPTURE INSHORE TO SLOPE DYNAMICS IN MARINE ECOSYSTEM MODELING,2011
291,"KEMP, KK|Kovar, K|Nachtnebel, HP",,APPLICATION OF GEOGRAPHIC INFORMATION SYSTEMS IN HYDROLOGY AND WATER RESOURCES MANAGEMENT,WOS:A1993BZ33J00012,ENVIRONMENTAL MODELING AND GIS - DEALING WITH SPATIAL CONTINUITY,1993
292,"Pandey, Ashish|Chowdary, V. M.|Mal, B. C.|Billib, M.",gis|hydrological modeling|remote sensing|watershed|wepp model,JOURNAL OF HYDROLOGY,WOS:000252749000006,Runoff and sediment yield modeling from a small agricultural watershed in India using the WEPP model,2008
293,"del Barrio, G|Harrison, PA|Berry, PM|Butt, N|Sanjuan, ME|Pearson, RG|Dawson, T",species' distributions|climate change|land use|connectivity|fragmentation|scale,ENVIRONMENTAL SCIENCE & POLICY,WOS:000236511100004,Integrating multiple modelling approaches to predict the potential impacts of climate change on species' distributions in contrasting regions: comparison and implications for policy,2006
294,"Hong, Bongghi|Limburg, Karin E.|Hall, Myrna H.|Mountrakis, Giorgos|Groffman, Peter M.|Hyde, Karla|Luo, Li|Kelly, Victoria R.|Myers, Seth J.",urbanization|impervious surface|uncertainty|remote sensing|socio-economic factors|water resources,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000303430300001,"An integrated monitoring/modeling framework for assessing human-nature interactions in urbanizing watersheds: Wappinger and Onondaga Creek watersheds, New York, USA",2012
295,"Bluff, RJ|Chinni, MJ",aerospace|model design|discrete simulation|system analysis|real-time,"PROCEEDINGS OF THE MILITARY, GOVERNMENT AND AEROSPACE SIMULATION",WOS:000081223500021,HASP: Hardware software avionic system performance,1999
296,"Wecel, K|Abramowicz, W|Kalczynski, PJ|KhosrowPour, M",,"INFORMATION TECHNOLOGY AND ORGANIZATIONS: TRENDS, ISSUES, CHALLENGES AND SOLUTIONS, VOLS 1 AND 2",WOS:000189487100068,Enhanced Knowledge Warehouse in the Semantic Web,2003
297,"Kim, Kyoung-Yun|Chin, Seongah|Kwon, Ohbyung|Ellis, R. Darin",collaborative product design|mereotopology|morphological characteristics|ontology|semantic web rule language,AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,WOS:000262050200006,Ontology-based modeling and integration of morphological characteristics of assembly joints for network-based collaborative assembly design,2009
298,"Lopez-Ortega, O|Lopez-Morales, |Nunez-Esquer, G|Callaos, N|Loutfi, M|Feng, |Klima, J|Komiyama, M",multi-agents systems|process plans|tasks model|sub-spaces,"7TH WORLD MULTICONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS, VOL VIII, PROCEEDINGS",WOS:000189331600032,Integrated modelling of facts and tasks in a multi-agents system for building process plans,2003
299,"Johnson, TR",response style|ordinal regression|hierarchical regression models|probit models|bayesian statistics,PSYCHOMETRIKA,WOS:000221647400007,On the use of heterogeneous thresholds ordinal regression models to account for individual differences in response style,2003
300,"Menshutkin, V. V.|Rukhovets, L. A.|Filatov, N. N.",aquatic ecosystem models|hydrothermodynamics of lakes|climate|pollution,WATER RESOURCES,WOS:000326821600005,Ecosystem modeling of freshwater lakes (Review): 1. Hydrodynamics of lakes,2013
301,"Walker, Katherine|Hattis, Dale|Russ, Abel|Sonawane, Bob|Ginsberg, Gary",,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,WOS:000251297700003,Approaches to acrylamide physiologically based toxicokinetic modeling for exploring child-adult dosimetry differences,2007
302,"Warscher, M.|Strasser, U.|Kraller, G.|Marke, T.|Franz, H.|Kunstmann, H.",snow distribution|snowmelt dynamics|runoff generation|lateral snow transport|hydrological modeling|alpine catchment,WATER RESOURCES RESEARCH,WOS:000324292300022,Performance of complex snow cover descriptions in a distributed hydrological model system: A case study for the high Alpine terrain of the Berchtesgaden Alps,2013
303,"Jutla, Antarpreet S.|Akanda, Ali S.|Islam, Shafiqul",bacteria|surface water hydrology|remote sensing|aquatic ecology|cholera|seawifs|chlorophyll|plankton,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000280357300001,Tracking Cholera in Coastal Regions Using Satellite Observations1,2010
304,"Bellekom, S.|Hettelingh, J. -P.|Aben, J.",acidification|acidification factor|spatial parameters|fate and transport modelling|lcia|air pollution policy|linear model,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000262565100002,Spatial aspects affecting acidification factors in European acidification modelling,2009
305,"Argent, R. M.|Grayson, R. B.|Podger, G. M.|Rahman, J. M.|Seaton, S.|Perraud, J-M.|Zerger, A|Argent, RM",integrated modelling|e2|frameworks,MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,WOS:000290114100086,E2-A Flexible Framework for Catchment Modelling,2005
306,"Benedetti, Lorenzo|De Keyser, Webbey|Nopens, Ingmar|Vanrolleghem, Peter A.",cost efficiency|integrated modelling|probabilistic design|uncertainty assessment|water framework directive|water quality,JOURNAL OF HYDROINFORMATICS,WOS:000282659200002,Probabilistic modelling and evaluation of wastewater treatment plant upgrades in a water quality based evaluation context,2010
307,"Shen, Jige|Biglari, Mazda",radiological assessment|environmental modeling|dynamic architecture|computational model|simulation system,CHEMOSPHERE,WOS:000253883100022,A dynamic contaminant transport computational architecture (DCTCA) for radiological assessment of ecological systems,2008
308,"Catenacci, Michela|Giupponi, Carlo",bayesian decision network|uncertainty|global change|sea-level rise|adaptation,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000319243700007,Integrated assessment of sea-level rise adaptation strategies using a Bayesian decision network approach,2013
309,"Abril, JM",,JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,WOS:000075854700005,"Basic microscopic theory of the distribution, transfer and uptake kinetics of dissolved radionuclides by suspended particulate matter - Part I: Theory development",1998
310,"Subagadis, Yohannes Hagos|Grundmann, Jens|Schuetze, Niels|Schmitz, Gerd H.",bayesian network|simulation-optimisation|integrated management|decision support tool|groundwater|agriculture,ENVIRONMENTAL EARTH SCIENCES,WOS:000345407000018,An integrated approach to conceptualise hydrological and socio-economic interaction for supporting management decisions of coupled groundwater-agricultural systems,2014
311,"Schwartze, Christian|Kralisch, Sven|Fluegel, Wolfgang-Albert|Hrebicek, J|Schimak, G|Denzer, R",virtualization|saas|integrated landscape management|ilms|grass-gis|hydrological modelling|hru,ENVIRONMENTAL SOFTWARE SYSTEMS: FRAMEWORKS OF EENVIRONMENT,WOS:000306579200017,Geospatial Virtual Appliances Using Open Source Software,2011
312,"Bartyzel, Jakub|Rozanski, Kazimierz",bromotrifluoromethane|gaseous anthropogenic tracers|groundwater dating|hydrological modelling|isotope hydrology|sulphur hexafluoride|sf5cf3|tritium,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,WOS:000383923800008,"Dating of young groundwater using four anthropogenic trace gases (SF6, SF5CF3, CFC-12 and Halon-1301): methodology and first results",2016
313,"Pahl-Wostl, C|Rotmans, J|Rothman, DS",,SCALING IN INTEGRATED ASSESSMENT,WOS:000182134900010,Polycentric integrated assessment,2003
